seq_id	gene	len	gc	gc3	z_gc	z_gc3	codon_dist	kmer_js	n_flags
lcl|VWYP01007151.1_cds_NXR73478.1_2902	Tbpl1	549	0.411658	0.36612	-1.3682	-1.42131	9.85485	0.168378	0
lcl|VWYP01060582.1_cds_NXR84806.1_15544	Trim55	342	0.581871	0.842105	0.72084	1.37071	8.74369	0.168318	0
lcl|VWYP01004376.1_cds_NXR72531.1_1809	Nxnl2	402	0.559701	0.761194	0.448745	0.896108	7.03527	0.168311	0
lcl|VWYP01031761.1_cds_NXR83227.1_13830	Cyb561a3	768	0.645833	0.851562	1.50585	1.42619	8.58678	0.168307	0
lcl|VWYP01001550.1_cds_PYCJOC_R02633_550		615	0.59187	0.663415	0.843559	0.322558	9.93659	0.16829	0
lcl|VWYP01019694.1_cds_NXR78548.1_8552	Pparg	312	0.557692	0.798077	0.424089	1.11246	9.91623	0.168274	0
lcl|VWYP01024710.1_cds_PYCJOC_R09986_10709		648	0.364632	0.339623	-1.94536	-1.57674	9.64412	0.168271	0
lcl|VWYP01016694.1_cds_NXR77256.1_7100	Klrg1_2	447	0.577181	0.684564	0.663279	0.446613	9.02581	0.168248	0
lcl|VWYP01004420.1_cds_PYCJOC_R09700_1813		555	0.614414	0.643243	1.12024	0.204233	8.42685	0.168237	0
lcl|VWYP01007376.1_cds_NXR73568.1_3000	Hps4	498	0.616466	0.831325	1.14543	1.30748	8.61326	0.168159	0
lcl|VWYP01027061.1_cds_NXR81424.1_11781	Ext1	420	0.452381	0.542857	-0.868404	-0.384609	8.75545	0.168132	0
lcl|VWYP01033842.1_cds_NXR84143.1_14799	Pa2v_1	381	0.540682	0.566929	0.215323	-0.243408	10.8182	0.168121	0
lcl|VWYP01022425.1_cds_NXR79496.1_9603	Mid1ip1a	387	0.596899	0.79845	0.90528	1.11464	8.08827	0.168119	0
lcl|VWYP01001846.1_cds_NXR71557.1_725	Cbx3	528	0.418561	0.357955	-1.28348	-1.4692	8.81397	0.168117	0
lcl|VWYP01020085.1_cds_NXR78600.1_8609	Dnmt1	510	0.633333	0.911765	1.35244	1.77932	10.2881	0.168106	0
lcl|VWYP01026408.1_cds_PYCJOC_R04310_11446		1182	0.63621	0.667513	1.38775	0.346596	9.24418	0.168065	0
lcl|VWYP01013369.1_cds_NXR75879.1_5573	Col2a1	702	0.663818	0.957265	1.72658	2.04622	9.8818	0.168014	0
lcl|VWYP01033538.1_cds_NXR83990.1_14630	Cyt	435	0.609195	0.786207	1.05619	1.04283	7.76031	0.167915	0
lcl|VWYP01018297.1_cds_NXR77986.1_7918	Ate1	480	0.4875	0.575	-0.437385	-0.196065	8.47366	0.167897	0
lcl|VWYP01031353.1_cds_NXR83079.1_13640	Th_1	393	0.473282	0.603053	-0.611884	-0.0315124	7.40033	0.167895	0
lcl|VWYP01008198.1_cds_NXR73836.1_3308	Cdo1	411	0.445255	0.540146	-0.955862	-0.400511	8.32143	0.167882	0
lcl|VWYP01028019.1_cds_NXR81809.1_12216	Rhog_1	573	0.616056	0.937173	1.1404	1.92836	10.0822	0.167868	0
lcl|VWYP01019841.1_cds_NXR78585.1_8593	Mrpl50	417	0.621103	0.76259	1.20234	0.904297	6.96116	0.167768	0
lcl|VWYP01011696.1_cds_NXR75203.1_4834	H2afz	384	0.53125	0.515625	0.0995633	-0.544346	10.0467	0.167762	0
lcl|VWYP01060581.1_cds_NXR84784.1_15510	Eif1	351	0.524217	0.675214	0.0132466	0.391768	8.23459	0.167735	0
lcl|VWYP01060581.1_cds_NXR84774.1_15479	Psmc3ip	489	0.603272	0.797546	0.983497	1.10934	8.47655	0.167734	0
lcl|VWYP01014838.1_cds_NXR76482.1_6254	Clmn	519	0.406551	0.265896	-1.43088	-2.0092	12.0064	0.167659	0
lcl|VWYP01010447.1_cds_NXR74828.1_4426	Dbx1	585	0.610256	0.794872	1.06921	1.09366	7.72708	0.167644	0
lcl|VWYP01020537.1_cds_NXR78757.1_8787	Csf2ra_1	582	0.37457	0.396907	-1.82339	-1.24072	8.26427	0.16762	0
lcl|VWYP01025175.1_cds_NXR80666.1_10921	Trappc2l	399	0.533835	0.827068	0.131289	1.28251	10.108	0.167607	0
lcl|VWYP01033846.1_cds_NXR84169.1_14828	Sh2b3	1740	0.702874	0.882759	2.20592	1.60918	8.89954	0.167605	0
lcl|VWYP01027273.1_cds_NXR81557.1_11926	Ulk4_1	639	0.399061	0.319249	-1.52281	-1.69624	9.58275	0.167592	0
lcl|VWYP01017940.1_cds_NXR77762.1_7668	Thpo	522	0.601533	0.810345	0.962154	1.18442	7.72646	0.167582	0
lcl|VWYP01003577.1_cds_NXR72173.1_1416	Prkdc	378	0.420635	0.412698	-1.25803	-1.14809	8.07926	0.167575	0
lcl|VWYP01012875.1_cds_NXR75736.1_5409	Emc2	483	0.412008	0.36646	-1.36391	-1.41932	10.9986	0.167544	0
lcl|VWYP01023910.1_cds_PYCJOC_R12889_10303		1359	0.665195	0.900662	1.74348	1.7142	9.45486	0.167491	0
lcl|VWYP01020303.1_cds_NXR78724.1_8740	Wdyhv1	555	0.437838	0.454054	-1.04689	-0.905508	8.64195	0.167457	0
lcl|VWYP01030028.1_cds_NXR82592.1_13090	Sptbn4	1242	0.65942	0.97343	1.67261	2.14104	9.65486	0.167423	0
lcl|VWYP01031797.1_cds_NXR83294.1_13873	Pou2af1	756	0.648148	0.738095	1.53426	0.760614	9.30745	0.167412	0
lcl|VWYP01038566.1_cds_NXR84635.1_15349	Mex3b_1	837	0.661888	0.896057	1.7029	1.68719	11.1098	0.167411	0
lcl|VWYP01022070.1_cds_NXR79450.1_9552	Nfasc	441	0.609977	0.802721	1.06579	1.1397	8.2441	0.16736	0
lcl|VWYP01029022.1_cds_NXR82104.1_12543	Sept4	480	0.5875	0.85625	0.789925	1.45369	9.7643	0.16735	0
lcl|VWYP01023987.1_cds_NXR80133.1_10336	Mef2b	636	0.671384	0.877358	1.81944	1.5775	10.2869	0.167342	0
lcl|VWYP01029047.1_cds_PYCJOC_R15072_12574		447	0.541387	0.684564	0.223976	0.446613	8.63492	0.167318	0
lcl|VWYP01006155.1_cds_NXR73150.1_2535	Plpp1	435	0.450575	0.510345	-0.890569	-0.575317	8.77234	0.167249	0
lcl|VWYP01018560.1_cds_NXR78056.1_7990	Pla2g2e	387	0.573643	0.736434	0.619857	0.750871	10.9474	0.167246	0
lcl|VWYP01026709.1_cds_NXR81243.1_11574	Entpd4	750	0.650667	0.904	1.56518	1.73378	9.27395	0.167178	0
lcl|VWYP01019003.1_cds_NXR78222.1_8204	Foxs1	963	0.683281	0.859813	1.96546	1.47459	9.37743	0.167152	0
lcl|VWYP01030524.1_cds_NXR82802.1_13323	Zcchc7_0	366	0.510929	0.598361	-0.149838	-0.0590346	10.0442	0.167129	0
lcl|VWYP01017552.1_cds_NXR77554.1_7449	Pigp	375	0.498667	0.624	-0.300331	0.0913581	8.66335	0.167105	0
lcl|VWYP01024768.1_cds_NXR80554.1_10799	Map3k12	582	0.632302	0.953608	1.33978	2.02477	10.0783	0.167095	0
lcl|VWYP01007391.1_cds_NXR73583.1_3020	Tmem251	393	0.427481	0.496183	-1.174	-0.658388	9.21669	0.167083	0
lcl|VWYP01011990.1_cds_NXR75381.1_5028	Ccdc137	912	0.629386	0.763158	1.304	0.907629	9.91191	0.167065	0
lcl|VWYP01025131.1_cds_NXR80603.1_10855	Cog8	1137	0.684257	0.923483	1.97743	1.84806	9.27868	0.167042	0
lcl|VWYP01003521.1_cds_NXR72125.1_1360	Uts2r_0	606	0.605611	0.970297	1.0122	2.12266	11.4673	0.167035	0
lcl|VWYP01032103.1_cds_NXR83367.1_13957	Vwde_6	414	0.625604	0.73913	1.25758	0.766686	7.80423	0.167022	0
lcl|VWYP01012525.1_cds_NXR75566.1_5230	Ascl3	387	0.514212	0.627907	-0.109546	0.114276	9.2041	0.167014	0
lcl|VWYP01020671.1_cds_NXR78961.1_9011	Gpr157	1017	0.666667	0.905605	1.76155	1.74319	9.3622	0.166946	0
lcl|VWYP01008919.1_cds_NXR74183.1_3699	Srd5a1	423	0.458629	0.460993	-0.791722	-0.864805	8.90758	0.166936	0
lcl|VWYP01018457.1_cds_NXR78018.1_7958	Acacb_1	531	0.623352	0.926554	1.22994	1.86607	9.05439	0.166898	0
lcl|VWYP01001980.1_cds_NXR71631.1_814	Pfdn4	408	0.47549	0.617647	-0.584785	0.0540928	7.03137	0.166859	0
lcl|VWYP01025815.1_cds_NXR80891.1_11179	Ferd3l	492	0.615854	0.743902	1.13792	0.794677	7.69152	0.166859	0
lcl|VWYP01026779.1_cds_NXR81290.1_11624	Nfi1_1	405	0.451852	0.437037	-0.874897	-1.00533	9.60594	0.166849	0
lcl|VWYP01019655.1_cds_NXR78476.1_8478	Foxn1	420	0.590476	0.728571	0.82645	0.704749	8.25038	0.166814	0
lcl|VWYP01027384.1_cds_NXR81592.1_11966	Lypd6b	315	0.561905	0.685714	0.475795	0.453359	8.9229	0.166784	0
lcl|VWYP01021605.1_cds_NXR79300.1_9380	Znf143	390	0.469231	0.423077	-0.661602	-1.08721	9.77302	0.16677	0
lcl|VWYP01022524.1_cds_NXR79581.1_9703	Hspa12b_0	525	0.63619	0.914286	1.3875	1.79411	10.2644	0.166746	0
lcl|VWYP01033071.1_cds_NXR83762.1_14390	Gje1	576	0.392361	0.390625	-1.60504	-1.27757	9.7526	0.166722	0
lcl|VWYP01009357.1_cds_PYCJOC_R14511_3888		2388	0.712306	0.895334	2.32168	1.68294	10.4643	0.166719	0
lcl|VWYP01020206.1_cds_NXR78700.1_8700	Odf2	459	0.535948	0.673203	0.157222	0.379972	9.3556	0.166663	0
lcl|VWYP01024541.1_cds_NXR80399.1_10608	Hnrnpab	789	0.42839	0.38403	-1.16285	-1.31625	10.7016	0.166579	0
lcl|VWYP01015475.1_cds_NXR76703.1_6489	Ervk5_4	387	0.524548	0.426357	0.017309	-1.06797	10.7223	0.166573	0
lcl|VWYP01034458.1_cds_NXR84343.1_15026	Tma16	564	0.406028	0.37766	-1.4373	-1.35362	8.46862	0.166569	0
lcl|VWYP01016616.1_cds_NXR77193.1_7037	Senp6_0	429	0.456876	0.356643	-0.813236	-1.4769	10.3385	0.166565	0
lcl|VWYP01013476.1_cds_NXR75939.1_5640	Kcnab1_1	393	0.575064	0.770992	0.637297	0.953581	8.33092	0.166558	0
lcl|VWYP01015578.1_cds_NXR76749.1_6530	Hmcn2_2	579	0.642487	0.746114	1.46479	0.807652	8.03693	0.166556	0
lcl|VWYP01008225.1_cds_PYCJOC_R05395_3328		582	0.390034	0.443299	-1.6336	-0.968594	8.20567	0.166544	0
lcl|VWYP01010377.1_cds_NXR74820.1_4417	Gatad2b	1062	0.675141	0.870056	1.86555	1.53467	10.0576	0.166534	0
lcl|VWYP01004828.1_cds_NXR72760.1_2079	Prkce_0	348	0.528736	0.706897	0.0687087	0.577614	8.00201	0.166505	0
lcl|VWYP01034970.1_cds_NXR84508.1_15204	Nkx11	1047	0.692455	0.796562	2.07805	1.10357	8.8185	0.166489	0
lcl|VWYP01030285.1_cds_NXR82772.1_13288	Magohb	357	0.478992	0.621849	-0.541805	0.0787408	8.43879	0.166435	0
lcl|VWYP01010662.1_cds_NXR74918.1_4519	Gsx2	381	0.559055	0.755906	0.440817	0.86509	9.55048	0.16643	0
lcl|VWYP01030525.1_cds_NXR82803.1_13325	Ndk_1	459	0.474946	0.542484	-0.591462	-0.386797	6.52587	0.166404	0
lcl|VWYP01029344.1_cds_NXR82323.1_12786	Scn5a_3	345	0.469565	0.608696	-0.657503	0.00158823	7.85678	0.166387	0
lcl|VWYP01014150.1_cds_NXR76268.1_6002	L3mbtl1_1	312	0.535256	0.701923	0.148729	0.548437	7.99382	0.166341	0
lcl|VWYP01023484.1_cds_NXR79911.1_10088	Yipf4	654	0.394495	0.330275	-1.57884	-1.63157	10.4722	0.166318	0
lcl|VWYP01003823.1_cds_NXR72276.1_1529	Rpain	384	0.552083	0.726562	0.355249	0.692964	8.22462	0.166297	0
lcl|VWYP01011990.1_cds_NXR75386.1_5027	Gprc5c	1272	0.672956	0.915094	1.83874	1.79885	9.45796	0.166243	0
lcl|VWYP01005647.1_cds_NXR73043.1_2403	Utp20	417	0.467626	0.553957	-0.681301	-0.319499	8.52032	0.166237	0
lcl|VWYP01010951.1_cds_NXR75005.1_4614	Itgb1bp1	600	0.413333	0.37	-1.34764	-1.39855	9.46455	0.166237	0
lcl|VWYP01016872.1_cds_NXR77294.1_7137	R3hdml	714	0.659664	0.861345	1.6756	1.48357	9.42401	0.166214	0
lcl|VWYP01018212.1_cds_NXR77891.1_7815	Golph3l	540	0.622222	0.877778	1.21607	1.57996	9.03306	0.166205	0
lcl|VWYP01006390.1_cds_NXR73203.1_2591	Cotl1	426	0.502347	0.640845	-0.255166	0.190167	8.64151	0.166178	0
lcl|VWYP01021592.1_cds_NXR79273.1_9358	Poll	453	0.518764	0.576159	-0.0536787	-0.189267	6.95472	0.166146	0
lcl|VWYP01001550.1_cds_NXR71398.1_548	Pcnt_0	396	0.469697	0.515152	-0.655883	-0.54712	7.4194	0.16614	0
lcl|VWYP01026245.1_cds_NXR81017.1_11318	Tnnt2	855	0.556725	0.726316	0.412221	0.691521	9.70579	0.166114	0
lcl|VWYP01020640.1_cds_NXR78956.1_9002	Klrg1_3	372	0.510753	0.58871	-0.151998	-0.115645	9.3574	0.166099	0
lcl|VWYP01034650.1_cds_NXR84466.1_15158	Dph6	447	0.434004	0.375839	-1.09395	-1.3643	8.2867	0.166061	0
lcl|VWYP01018583.1_cds_NXR78096.1_8038	Endov	693	0.659452	0.835498	1.673	1.33196	8.18701	0.165989	0
lcl|VWYP01028686.1_cds_NXR82017.1_12446	Col5a2_0	309	0.514563	0.669903	-0.105238	0.360615	8.15646	0.165978	0
lcl|VWYP01001175.1_cds_NXR71310.1_446	B3gnt7	303	0.508251	0.673267	-0.182706	0.380348	7.70381	0.165943	0
lcl|VWYP01035031.1_cds_NXR84546.1_15249	Ankrd22	399	0.451128	0.571429	-0.883782	-0.217012	9.37678	0.165928	0
lcl|VWYP01003271.1_cds_NXR72051.1_1279	Znrf2	486	0.537037	0.574074	0.170588	-0.201497	9.3547	0.165855	0
lcl|VWYP01004831.1_cds_NXR72770.1_2082	Lrp1_1	555	0.610811	0.897297	1.07602	1.69446	10.0153	0.165792	0
lcl|VWYP01003320.1_cds_NXR72099.1_1338	Ube2l3	438	0.426941	0.410959	-1.18063	-1.15829	8.30685	0.16579	0
lcl|VWYP01024952.1_cds_NXR80590.1_10839	Pip4k2c	765	0.652288	0.937255	1.58508	1.92884	9.905	0.16574	0
lcl|VWYP01026254.1_cds_NXR81023.1_11326	Greb1	453	0.452539	0.423841	-0.866465	-1.08273	8.36007	0.165728	0
lcl|VWYP01011093.1_cds_NXR75078.1_4694	Tmem208	516	0.602713	0.854651	0.976636	1.44431	8.57062	0.165708	0
lcl|VWYP01033477.1_cds_NXR83933.1_14570	Khdrbs2	522	0.425287	0.37931	-1.20093	-1.34394	8.81064	0.165706	0
lcl|VWYP01015839.1_cds_NXR76860.1_6659	Tmem237_0	474	0.453586	0.462025	-0.853615	-0.858752	10.2323	0.165689	0
lcl|VWYP01013815.1_cds_NXR76107.1_5836	Pim1_1	663	0.648567	0.841629	1.53941	1.36792	8.64906	0.165678	0
lcl|VWYP01023157.1_cds_NXR79806.1_9965	Pacrg	336	0.449405	0.491071	-0.904929	-0.688374	9.30509	0.165615	0
lcl|VWYP01029214.1_cds_NXR82277.1_12731	Cyb5d2	774	0.673127	0.794574	1.84083	1.09191	8.52712	0.165586	0
lcl|VWYP01029841.1_cds_NXR82561.1_13051	Gde1	453	0.483444	0.589404	-0.487165	-0.111574	8.69254	0.165563	0
lcl|VWYP01014385.1_cds_NXR76326.1_6054	Tgoln1	1416	0.555791	0.603814	0.400758	-0.0270485	12.6724	0.165537	0
lcl|VWYP01015326.1_cds_NXR76693.1_6479	Slc5a5	1623	0.674677	0.887246	1.85986	1.6355	10.0587	0.165529	0
lcl|VWYP01012855.1_cds_NXR75723.1_5391	Prss12_1	453	0.565121	0.582781	0.515266	-0.150423	8.79946	0.165522	0
lcl|VWYP01010977.1_cds_NXR75040.1_4653	Jdp2	489	0.588957	0.736196	0.807807	0.749475	8.36214	0.165485	0
lcl|VWYP01020768.1_cds_NXR79029.1_9080	Lrrc20	549	0.626594	0.874317	1.26973	1.55966	9.53543	0.165462	0
lcl|VWYP01016317.1_cds_PYCJOC_R05187_6870		417	0.489209	0.568345	-0.41641	-0.235102	6.77008	0.165398	0
lcl|VWYP01030176.1_cds_NXR82657.1_13159	Cac3	672	0.657738	0.866071	1.65196	1.51129	8.08839	0.165367	0
lcl|VWYP01034557.1_cds_NXR84443.1_15127	Ccdc18	1248	0.375801	0.338942	-1.80828	-1.58073	10.2308	0.165321	0
lcl|VWYP01003613.1_cds_NXR72217.1_1463	Idnk	468	0.42735	0.391026	-1.17561	-1.27522	10.374	0.16532	0
lcl|VWYP01023129.1_cds_NXR79789.1_9927	Polr2d	429	0.564103	0.748252	0.502772	0.820193	8.47576	0.16532	0
lcl|VWYP01003898.1_cds_NXR72352.1_1612	Ywhag	645	0.596899	0.893023	0.90528	1.66939	9.18998	0.165318	0
lcl|VWYP01003281.1_cds_NXR72069.1_1308	Sbf1_2	693	0.642136	0.926407	1.46048	1.86521	9.48992	0.165313	0
lcl|VWYP01017664.1_cds_NXR77614.1_7512	Acvr1c	405	0.6	0.807407	0.943339	1.16718	9.09435	0.165295	0
lcl|VWYP01026575.1_cds_PYCJOC_R01026_11478		1086	0.684995	0.935574	1.98649	1.91898	10.1515	0.165273	0
lcl|VWYP01030205.1_cds_NXR82693.1_13207	F2rl3	1005	0.657711	0.892537	1.65163	1.66654	9.67403	0.165249	0
lcl|VWYP01003638.1_cds_NXR72226.1_1473	Pak4	462	0.645022	0.909091	1.4959	1.76364	9.50827	0.165235	0
lcl|VWYP01030679.1_cds_NXR82892.1_13426	Srf	1014	0.653846	0.852071	1.6042	1.42917	11.5441	0.165149	0
lcl|VWYP01027209.1_cds_NXR81449.1_11810	Dmd_3	465	0.587097	0.696774	0.784979	0.518235	9.16291	0.165141	0
lcl|VWYP01020768.1_cds_NXR79018.1_9075	Spock2	1050	0.674286	0.894286	1.85506	1.6768	9.73318	0.165125	0
lcl|VWYP01017951.1_cds_NXR77809.1_7722	Cldn19_0	588	0.625213	0.789744	1.25278	1.06358	7.99218	0.165113	0
lcl|VWYP01008919.1_cds_NXR74185.1_3702	Med10	402	0.470149	0.604478	-0.650336	-0.0231536	6.97163	0.165108	0
lcl|VWYP01001919.1_cds_PYCJOC_R00647_788		375	0.490667	0.584	-0.398516	-0.143273	8.32186	0.165086	0
lcl|VWYP01022019.1_cds_NXR79423.1_9525	Hebp1_1	351	0.495726	0.521368	-0.336426	-0.510659	9.23796	0.165081	0
lcl|VWYP01026903.1_cds_NXR81297.1_11633	Tecta_2	708	0.634181	0.754237	1.36285	0.8553	9.03628	0.165058	0
lcl|VWYP01020206.1_cds_NXR78697.1_8718	Sh3glb2_0	369	0.569106	0.552846	0.564174	-0.326016	8.9381	0.165003	0
lcl|VWYP01031389.1_cds_NXR83116.1_13681	Gpr12_2	879	0.627986	0.938567	1.28681	1.93654	10.9944	0.164976	0
lcl|VWYP01028279.1_cds_NXR81895.1_12311	Ppp3r1	510	0.401961	0.423529	-1.48721	-1.08456	9.72713	0.164966	0
lcl|VWYP01005109.1_cds_NXR72825.1_2163	Cetn2	513	0.524366	0.684211	0.0150753	0.444543	8.20082	0.164963	0
lcl|VWYP01003992.1_cds_NXR72398.1_1660	Rpp25l	414	0.5	0.637681	-0.283971	0.171608	8.05955	0.164956	0
lcl|VWYP01017962.1_cds_NXR77817.1_7733	Nkx28	498	0.624498	0.789157	1.24401	1.06013	10.4677	0.164893	0
lcl|VWYP01028830.1_cds_NXR82086.1_12522	Pola1	567	0.395062	0.301587	-1.57189	-1.79985	10.5392	0.164878	0
lcl|VWYP01003840.1_cds_NXR72298.1_1563	Ccdc32	387	0.591731	0.775194	0.841853	0.978229	9.40894	0.164838	0
lcl|VWYP01024725.1_cds_NXR80523.1_10762	Abca13_1	549	0.3898	0.36612	-1.63647	-1.42131	9.40607	0.164834	0
lcl|VWYP01008539.1_cds_NXR73998.1_3491	Zcrb1	648	0.395062	0.333333	-1.57189	-1.61363	8.64672	0.164828	0
lcl|VWYP01013851.1_cds_NXR76165.1_5900	Htatip2	510	0.631373	0.752941	1.32838	0.847698	8.55391	0.164808	0
lcl|VWYP01023185.1_cds_NXR79825.1_9975	Smpd1	939	0.665602	0.824281	1.74848	1.26616	9.17737	0.164781	0
lcl|VWYP01002226.1_cds_NXR71652.1_843	Mob3b	423	0.463357	0.531915	-0.733695	-0.448792	6.57904	0.164781	0
lcl|VWYP01013431.1_cds_NXR75906.1_5602	Lin28a	576	0.637153	0.864583	1.39932	1.50257	10.2024	0.164775	0
lcl|VWYP01012822.1_cds_NXR75692.1_5374	Lmbr1l_0	561	0.586453	0.770053	0.777075	0.948073	8.79387	0.164775	0
lcl|VWYP01030205.1_cds_NXR82695.1_13248	Arid3a_1	1419	0.693446	0.881607	2.09021	1.60242	9.73208	0.164736	0
lcl|VWYP01001114.1_cds_NXR71275.1_406	Snai1	762	0.667979	0.885827	1.77765	1.62718	9.70253	0.164728	0
lcl|VWYP01024357.1_cds_NXR80241.1_10458	Hb2d	345	0.550725	0.704348	0.338582	0.562662	7.71409	0.164706	0
lcl|VWYP01011324.1_cds_PYCJOC_R12310_4711		582	0.584192	0.505155	0.749326	-0.605761	16.1288	0.164682	0
lcl|VWYP01003561.1_cds_NXR72162.1_1403	Ryr2_0	525	0.390476	0.4	-1.62817	-1.22258	8.74919	0.164673	0
lcl|VWYP01013758.1_cds_NXR76003.1_5750	Pmvk	441	0.591837	0.693878	0.843154	0.501247	7.61148	0.16452	0
lcl|VWYP01026933.1_cds_NXR81332.1_11675	Ly86	480	0.427083	0.45625	-1.17889	-0.892627	9.17287	0.164517	0
lcl|VWYP01001511.1_cds_NXR71365.1_514	Lin7c	555	0.428829	0.297297	-1.15746	-1.82501	10.0334	0.164452	0
lcl|VWYP01000387.1_cds_NXR71044.1_153	Sema3d_1	348	0.517241	0.577586	-0.0723706	-0.180896	8.57967	0.164451	0
lcl|VWYP01017657.1_cds_NXR77596.1_7496	Lzic	570	0.454386	0.484211	-0.843797	-0.728614	9.06896	0.164448	0
lcl|VWYP01016328.1_cds_NXR77076.1_6909	Pttg1ip_1	435	0.425287	0.37931	-1.20093	-1.34394	10.9953	0.164429	0
lcl|VWYP01026944.1_cds_NXR81341.1_11686	Tpm1_0	852	0.470657	0.538732	-0.644101	-0.408805	9.49461	0.164425	0
lcl|VWYP01013773.1_cds_NXR76064.1_5786	Serpini1	399	0.458647	0.56391	-0.791501	-0.261117	6.37357	0.164408	0
lcl|VWYP01003845.1_cds_NXR72316.1_1571	Rnpc3	615	0.39187	0.341463	-1.61106	-1.56594	8.95922	0.164405	0
lcl|VWYP01029360.1_cds_NXR82324.1_12790	Ucp3	915	0.681967	0.918033	1.94933	1.81609	9.54019	0.164402	0
lcl|VWYP01030955.1_cds_NXR82980.1_13530	Pdia4_1	474	0.417722	0.481013	-1.29378	-0.747372	8.53574	0.164379	0
lcl|VWYP01007338.1_cds_NXR73487.1_2912	Ptpn11_1	330	0.506061	0.563636	-0.209584	-0.262724	7.45888	0.164357	0
lcl|VWYP01028240.1_cds_NXR81844.1_12253	Sept10	549	0.393443	0.377049	-1.59176	-1.3572	9.58966	0.16432	0
lcl|VWYP01012936.1_cds_NXR75743.1_5421	Csdc2	486	0.613169	0.759259	1.10496	0.884758	8.18507	0.164303	0
lcl|VWYP01008321.1_cds_NXR73941.1_3427	Rnf208	795	0.659119	0.920755	1.66891	1.83206	10.1611	0.164286	0
lcl|VWYP01033843.1_cds_NXR84152.1_14817	Hbegf_1	405	0.548148	0.651852	0.306954	0.254732	7.83257	0.164285	0
lcl|VWYP01033566.1_cds_NXR84019.1_14669	Cnih3	408	0.485294	0.617647	-0.464459	0.0540928	7.84504	0.164277	0
lcl|VWYP01018993.1_cds_NXR78193.1_8146	Tmem97	498	0.616466	0.873494	1.14543	1.55484	10.2132	0.164276	0
lcl|VWYP01023766.1_cds_NXR80035.1_10226	Mb	462	0.506494	0.61039	-0.20427	0.0115249	8.97155	0.164272	0
lcl|VWYP01030992.1_cds_PYCJOC_R13061_13550		516	0.556202	0.744186	0.405802	0.796343	11.0599	0.164266	0
lcl|VWYP01013845.1_cds_NXR76157.1_5885	B3galt6	1014	0.683432	0.931953	1.96731	1.89774	9.52735	0.164264	0
lcl|VWYP01006008.1_cds_NXR73108.1_2490	Cenpm	393	0.468193	0.480916	-0.674342	-0.747941	10.4766	0.164246	0
lcl|VWYP01013758.1_cds_NXR76002.1_5737	Tpm3	852	0.514085	0.626761	-0.111105	0.107554	9.60324	0.164229	0
lcl|VWYP01013418.1_cds_NXR75891.1_5590	Tcn2	1002	0.683633	0.871257	1.96978	1.54171	8.70335	0.164218	0
lcl|VWYP01032151.1_cds_PYCJOC_R03242_14032		540	0.544444	0.7	0.261495	0.537158	9.99145	0.164174	0
lcl|VWYP01030205.1_cds_NXR82718.1_13238	Fstl3	738	0.647696	0.853659	1.52872	1.43849	9.64173	0.164172	0
lcl|VWYP01031761.1_cds_NXR83247.1_13826	Vwce_0	807	0.641884	0.736059	1.45739	0.748672	11.9724	0.164166	0
lcl|VWYP01001766.1_cds_PYCJOC_R06913_703		837	0.379928	0.261649	-1.75763	-2.03411	10.3732	0.164122	0
lcl|VWYP01018972.1_cds_NXR78183.1_8138	Fundc1	438	0.440639	0.390411	-1.01251	-1.27882	9.30677	0.164108	0
lcl|VWYP01020552.1_cds_NXR78845.1_8838	Ten1	360	0.508333	0.608333	-0.181699	-0.000541051	7.38782	0.164091	0
lcl|VWYP01015959.1_cds_NXR76897.1_6708	Mrps10	489	0.406953	0.374233	-1.42595	-1.37372	9.09177	0.164035	0
lcl|VWYP01013525.1_cds_PYCJOC_R14493_5675		486	0.50823	0.580247	-0.182964	-0.165287	7.1092	0.164031	0
lcl|VWYP01020588.1_cds_PYCJOC_R10496_8952		1224	0.6852	0.840295	1.98901	1.3601	8.79742	0.164031	0
lcl|VWYP01010937.1_cds_NXR74995.1_4603	Plin3_3	531	0.583804	0.768362	0.744564	0.938154	7.55074	0.163992	0
lcl|VWYP01018040.1_cds_NXR77878.1_7797	Map7d1	591	0.648054	0.756345	1.53311	0.867665	8.48001	0.163989	0
lcl|VWYP01034546.1_cds_NXR84428.1_15116	Dnah8_2	615	0.40813	0.380488	-1.4115	-1.33703	9.06057	0.163971	0
lcl|VWYP01003913.1_cds_NXR72371.1_1632	Best1_0	390	0.530769	0.730769	0.0936599	0.717642	7.28263	0.163961	0
lcl|VWYP01020552.1_cds_NXR78844.1_8867	Jpt1	414	0.541063	0.413043	0.219999	-1.14607	11.3941	0.163949	0
lcl|VWYP01026950.1_cds_NXR81368.1_11707	Ppp1cc	480	0.402083	0.38125	-1.48572	-1.33256	10.257	0.163915	0
lcl|VWYP01029694.1_cds_NXR82452.1_12936	Arhgap39_0	1398	0.68598	0.946352	1.99858	1.9822	13.3854	0.163792	0
lcl|VWYP01011391.1_cds_NXR75140.1_4761	Fam45a	471	0.407643	0.382166	-1.41748	-1.32719	8.60054	0.163753	0
lcl|VWYP01030205.1_cds_NXR82687.1_13205	Haus8	603	0.422886	0.442786	-1.2304	-0.971604	8.03763	0.163729	0
lcl|VWYP01007360.1_cds_NXR73516.1_2955	Il17rc_0	693	0.642136	0.709957	1.46048	0.595563	7.58813	0.163727	0
